tripid,persid,hhid,stops,tripno,starthour,startime,arrhour,arrtime,triptime,travtime,waitime,duration,cumdist,origplace1,origplace2,origpurp1,origpurp2,destplace1,destplace2,destpurp1,destpurp2,origLGA,destLGA,trippurp,linkmode,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dist10,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,wdtripwgt_LGA,wetripwgt_LGA
Y12H0000202P01T04,Y12H0000202P01,Y12H0000202,1,4,17,1055,17,1065,10,10,0,N/A,0.29,Recreational Place,Recreational NEC,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Frankston (C),Recreational,Walking,0.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,125.2,
Y12H0000209P01T01,Y12H0000209P01,Y12H0000209,1,1,8,480,8,506,26,26,0,304,21.55,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Frankston (C),Greater Dandenong (C),Work Related,Vehicle Driver,21.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99.41,
Y12H0000209P01T02,Y12H0000209P01,Y12H0000209,1,2,13,810,14,840,30,30,0,60,15.97,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Nursing Home,Social,Visited someone,Greater Dandenong (C),Kingston (C) (Vic.),Social,Vehicle Driver,15.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99.41,
Y12H0000209P01T03,Y12H0000209P01,Y12H0000209,1,3,15,900,15,915,15,15,0,N/A,13.47,Accommodation,Nursing Home,Social,Visited someone,Accommodation,Survey Home,At or Go Home,Go home,Kingston (C) (Vic.),Frankston (C),Social,Vehicle Driver,13.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99.41,
Y12H0000218P01T01,Y12H0000218P01,Y12H0000218,1,1,9,540,9,543,3,3,0,237,1.45,Accommodation,Survey Home,At Home,At home,Social Place,Restaurant or Cafe,Social,Ate or drank,Frankston (C),Frankston (C),Social,Vehicle Driver,1.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,102.91,
Y12H0000218P01T02,Y12H0000218P01,Y12H0000218,1,2,13,780,13,790,10,10,0,110,4.06,Social Place,Restaurant or Cafe,Social,Ate or drank,Accommodation,Hotel or Motel,Social,Ate or drank,Frankston (C),Frankston (C),Social,Vehicle Driver,4.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,102.91,
Y12H0000218P01T03,Y12H0000218P01,Y12H0000218,1,3,15,900,15,910,10,10,0,N/A,5.07,Accommodation,Hotel or Motel,Social,Ate or drank,Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Frankston (C),Social,Vehicle Driver,5.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,102.91,
Y12H0000220P01T01,Y12H0000220P01,Y12H0000220,1,1,9,570,9,578,8,8,0,52,3.83,Accommodation,Survey Home,At Home,At home,Shops,Hardware,Buy Something,Bought something,Frankston (C),Frankston (C),Buy Something,Vehicle Driver,3.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,333.51
Y12H0000220P01T02,Y12H0000220P01,Y12H0000220,1,2,10,630,10,645,15,15,0,465,3.83,Shops,Hardware,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Frankston (C),Buy Something,Vehicle Driver,3.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,333.51
Y12H0000220P01T03,Y12H0000220P01,Y12H0000220,1,3,18,1110,18,1125,15,15,0,5,5.04,Accommodation,Survey Home,At Home,At home,Accommodation,Someone Else's Home,Pick-up or Drop-off Someone,Someone picked-up or delivered,Frankston (C),Frankston (C),Pick-up or Drop-off Someone,Vehicle Passenger,5.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,333.51
Y12H0000220P01T04,Y12H0000220P01,Y12H0000220,1,4,18,1130,19,1160,30,30,0,160,12.54,Accommodation,Someone Else's Home,Pick-up or Drop-off Someone,Someone picked-up or delivered,Social Place,Restaurant or Cafe,Social,Ate or drank,Frankston (C),Mornington Peninsula (S),Social,Vehicle Passenger,12.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,333.51
Y12H0000220P01T05,Y12H0000220P01,Y12H0000220,1,5,22,1320,22,1350,30,30,0,0,12.54,Social Place,Restaurant or Cafe,Social,Ate or drank,Accommodation,Someone Else's Home,Pick-up or Drop-off Someone,Someone picked-up or delivered,Mornington Peninsula (S),Frankston (C),Pick-up or Drop-off Someone,Vehicle Passenger,12.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,333.51
Y12H0000220P01T06,Y12H0000220P01,Y12H0000220,1,6,22,1350,22,1365,15,15,0,N/A,5.04,Accommodation,Someone Else's Home,Pick-up or Drop-off Someone,Someone picked-up or delivered,Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Frankston (C),Pick-up or Drop-off Someone,Vehicle Passenger,5.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,333.51
Y12H0000220P02T01,Y12H0000220P02,Y12H0000220,1,1,13,780,13,800,20,20,0,20,4.67,Accommodation,Survey Home,At Home,At home,Shops,Department or Discount Store,Pick-up or Deliver Something,Something picked-up or delivered for home,Frankston (C),Frankston (C),Pick-up or Deliver Something,Vehicle Driver,4.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,391.42
Y12H0000220P02T02,Y12H0000220P02,Y12H0000220,1,2,13,820,14,850,30,30,0,80,4.99,Shops,Department or Discount Store,Pick-up or Deliver Something,Something picked-up or delivered for Home,Accommodation,Someone Else's Home,Pick-up or Deliver Something,Something picked-up or delivered for home,Frankston (C),Frankston (C),Pick-up or Deliver Something,Vehicle Driver,4.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,391.42
Y12H0000220P02T03,Y12H0000220P02,Y12H0000220,1,3,15,930,15,955,25,25,0,155,5.42,Accommodation,Someone Else's Home,Pick-up or Deliver Something,Something picked-up or delivered for Home,Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Frankston (C),Pick-up or Deliver Something,Vehicle Driver,5.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,391.42
Y12H0000220P02T04,Y12H0000220P02,Y12H0000220,1,4,18,1110,18,1125,15,15,0,5,5.04,Accommodation,Survey Home,At Home,At home,Accommodation,Someone Else's Home,Pick-up or Drop-off Someone,Someone picked-up or delivered,Frankston (C),Frankston (C),Pick-up or Drop-off Someone,Vehicle Driver,5.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,391.42
Y12H0000220P02T05,Y12H0000220P02,Y12H0000220,1,5,18,1130,19,1160,30,30,0,160,12.54,Accommodation,Someone Else's Home,Pick-up or Drop-off Someone,Someone picked-up or delivered,Social Place,Restaurant or Cafe,Social,Ate or drank,Frankston (C),Mornington Peninsula (S),Social,Vehicle Driver,12.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,391.42
Y12H0000220P02T06,Y12H0000220P02,Y12H0000220,1,6,22,1320,22,1350,30,30,0,0,12.54,Social Place,Restaurant or Cafe,Social,Ate or drank,Accommodation,Someone Else's Home,Pick-up or Drop-off Someone,Someone picked-up or delivered,Mornington Peninsula (S),Frankston (C),Pick-up or Drop-off Someone,Vehicle Driver,12.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,391.42
Y12H0000220P02T07,Y12H0000220P02,Y12H0000220,1,7,22,1350,22,1365,15,15,0,N/A,5.04,Accommodation,Someone Else's Home,Pick-up or Drop-off Someone,Someone picked-up or delivered,Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Frankston (C),Pick-up or Drop-off Someone,Vehicle Driver,5.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,391.42
Y12H0000224P01T01,Y12H0000224P01,Y12H0000224,1,1,8,520,9,593,73,73,0,511,44.92,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Frankston (C),Manningham (C),Work Related,Vehicle Driver,44.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,138.13,
Y12H0000224P01T02,Y12H0000224P01,Y12H0000224,1,2,18,1104,19,1155,51,51,0,50,44.28,Workplace,My Workplace,Work Related,Own Workplace,Recreational Place,Gym,Other Purpose,Other (NEC),Manningham (C),Frankston (C),Other Purpose,Vehicle Driver,44.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,138.13,
Y12H0000224P01T03,Y12H0000224P01,Y12H0000224,1,3,20,1205,20,1213,8,8,0,N/A,2.34,Recreational Place,Gym,Other Purpose,Other (NEC),Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Frankston (C),Other Purpose,Vehicle Driver,2.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,138.13,
Y12H0000224P02T01,Y12H0000224P02,Y12H0000224,1,1,8,490,8,501,11,11,0,1,4.97,Accommodation,Survey Home,At Home,At home,Place of Education,Secondary School,Pick-up or Deliver Something,Something picked-up or delivered for home,Frankston (C),Frankston (C),Pick-up or Deliver Something,Vehicle Driver,4.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.96,
Y12H0000224P02T02,Y12H0000224P02,Y12H0000224,1,2,8,502,8,507,5,5,0,18,1.71,Place of Education,Secondary School,Pick-up or Deliver Something,Something picked-up or delivered for Home,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Frankston (C),Frankston (C),Pick-up or Drop-off Someone,Vehicle Driver,1.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.96,
Y12H0000224P02T03,Y12H0000224P02,Y12H0000224,1,3,8,525,8,538,13,13,0,372,4.71,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Workplace,My Workplace,Work Related,Own Workplace,Frankston (C),Frankston (C),Work Related,Vehicle Driver,4.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.96,
Y12H0000224P02T04,Y12H0000224P02,Y12H0000224,1,4,15,910,15,917,7,7,0,1,3.19,Workplace,My Workplace,Work Related,Own Workplace,Place of Education,Secondary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Frankston (C),Frankston (C),Pick-up or Drop-off Someone,Vehicle Driver,3.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.96,
Y12H0000224P02T05,Y12H0000224P02,Y12H0000224,1,5,15,918,15,923,5,5,0,12,1.71,Place of Education,Secondary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Frankston (C),Frankston (C),Pick-up or Drop-off Someone,Vehicle Driver,1.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.96,
Y12H0000224P02T06,Y12H0000224P02,Y12H0000224,1,6,15,935,15,946,11,11,0,47,2.32,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Shops,Shopping Centre,Buy Something,Bought something,Frankston (C),Frankston (C),Buy Something,Vehicle Driver,2.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.96,
Y12H0000224P02T07,Y12H0000224P02,Y12H0000224,1,7,16,993,16,1001,8,8,0,14,1.83,Shops,Shopping Centre,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Frankston (C),Buy Something,Vehicle Driver,1.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.96,
Y12H0000224P02T08,Y12H0000224P02,Y12H0000224,1,8,16,1015,17,1025,10,10,0,0,0.94,Accommodation,Survey Home,At Home,At home,Recreational Place,Recreational NEC,Personal Business,Walked the dog,Frankston (C),Frankston (C),Personal Business,Walking,0.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.96,
Y12H0000224P02T09,Y12H0000224P02,Y12H0000224,1,9,17,1025,17,1037,12,12,0,183,0.94,Recreational Place,Recreational NEC,Personal Business,Walked the dog,Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Frankston (C),Personal Business,Walking,0.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.96,
Y12H0000224P02T10,Y12H0000224P02,Y12H0000224,1,10,20,1220,20,1226,6,6,0,49,2.34,Accommodation,Survey Home,At Home,At home,Recreational Place,Gym,Other Purpose,Other (NEC),Frankston (C),Frankston (C),Other Purpose,Vehicle Driver,2.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.96,
Y12H0000224P02T11,Y12H0000224P02,Y12H0000224,1,11,21,1275,21,1281,6,6,0,N/A,2.34,Recreational Place,Gym,Other Purpose,Other (NEC),Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Frankston (C),Other Purpose,Vehicle Driver,2.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.96,
Y12H0000224P03T01,Y12H0000224P03,Y12H0000224,1,1,8,490,8,501,11,11,0,417,4.97,Accommodation,Survey Home,At Home,At home,Place of Education,Secondary School,Education,At school,Frankston (C),Frankston (C),Education,Vehicle Passenger,4.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,160.79,
Y12H0000224P03T02,Y12H0000224P03,Y12H0000224,1,2,15,918,15,923,5,5,0,12,1.71,Place of Education,Secondary School,Education,At school,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Frankston (C),Frankston (C),Pick-up or Drop-off Someone,Vehicle Passenger,1.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,160.79,
Y12H0000224P03T03,Y12H0000224P03,Y12H0000224,1,3,15,935,15,946,11,11,0,47,2.32,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Shops,Shopping Centre,Buy Something,Bought something,Frankston (C),Frankston (C),Buy Something,Vehicle Passenger,2.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,160.79,
Y12H0000224P03T04,Y12H0000224P03,Y12H0000224,1,4,16,993,16,1001,8,8,0,14,1.83,Shops,Shopping Centre,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Frankston (C),Buy Something,Vehicle Passenger,1.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,160.79,
Y12H0000224P03T05,Y12H0000224P03,Y12H0000224,1,5,16,1015,17,1025,10,10,0,0,0.94,Accommodation,Survey Home,At Home,At home,Recreational Place,Recreational NEC,Personal Business,Walked the dog,Frankston (C),Frankston (C),Personal Business,Walking,0.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,160.79,
Y12H0000224P03T06,Y12H0000224P03,Y12H0000224,1,6,17,1025,17,1037,12,12,0,3,0.94,Recreational Place,Recreational NEC,Personal Business,Walked the dog,Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Frankston (C),Personal Business,Walking,0.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,160.79,
Y12H0000224P03T07,Y12H0000224P03,Y12H0000224,1,7,17,1040,17,1042,2,2,0,0,0.35,Accommodation,Survey Home,At Home,At home,Recreational Place,Recreational NEC,Recreational,Other recreational (eg. exercise),Frankston (C),Frankston (C),Recreational,Walking,0.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,160.79,
Y12H0000224P03T08,Y12H0000224P03,Y12H0000224,1,8,17,1042,17,1045,3,3,0,N/A,0.35,Recreational Place,Recreational NEC,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Frankston (C),Recreational,Walking,0.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,160.79,
Y12H0000224P04T01,Y12H0000224P04,Y12H0000224,1,1,8,490,8,501,11,11,0,1,4.97,Accommodation,Survey Home,At Home,At home,Place of Education,Secondary School,Education,At school,Frankston (C),Frankston (C),Education,Vehicle Passenger,4.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,161.86,
Y12H0000224P04T02,Y12H0000224P04,Y12H0000224,1,2,8,502,8,507,5,5,0,428,1.71,Place of Education,Secondary School,Education,At school,Place of Education,Primary School,Education,At school,Frankston (C),Frankston (C),Education,Vehicle Passenger,1.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,161.86,
Y12H0000224P04T03,Y12H0000224P04,Y12H0000224,1,3,15,935,15,946,11,11,0,47,2.32,Place of Education,Primary School,Education,At school,Shops,Shopping Centre,Buy Something,Bought something,Frankston (C),Frankston (C),Buy Something,Vehicle Passenger,2.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,161.86,
Y12H0000224P04T04,Y12H0000224P04,Y12H0000224,1,4,16,993,16,1001,8,8,0,14,1.83,Shops,Shopping Centre,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Frankston (C),Buy Something,Vehicle Passenger,1.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,161.86,
Y12H0000224P04T05,Y12H0000224P04,Y12H0000224,1,5,16,1015,17,1025,10,10,0,0,0.94,Accommodation,Survey Home,At Home,At home,Recreational Place,Recreational NEC,Personal Business,Walked the dog,Frankston (C),Frankston (C),Personal Business,Walking,0.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,161.86,
Y12H0000224P04T06,Y12H0000224P04,Y12H0000224,1,6,17,1025,19,1140,115,115,0,N/A,0.94,Recreational Place,Recreational NEC,Personal Business,Walked the dog,Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Frankston (C),Personal Business,Walking,0.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,115,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,161.86,
Y12H0000224P05T01,Y12H0000224P05,Y12H0000224,1,1,8,490,8,501,11,11,0,1,4.97,Accommodation,Survey Home,At Home,At home,Place of Education,Secondary School,Education,At school,Frankston (C),Frankston (C),Education,Vehicle Passenger,4.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,155.86,
Y12H0000224P05T02,Y12H0000224P05,Y12H0000224,1,2,8,502,8,507,5,5,0,428,1.71,Place of Education,Secondary School,Education,At school,Place of Education,Primary School,Education,At school,Frankston (C),Frankston (C),Education,Vehicle Passenger,1.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,155.86,
Y12H0000224P05T03,Y12H0000224P05,Y12H0000224,1,3,15,935,15,946,11,11,0,47,2.32,Place of Education,Primary School,Education,At school,Shops,Shopping Centre,Buy Something,Bought something,Frankston (C),Frankston (C),Buy Something,Vehicle Passenger,2.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,155.86,
